[2024-01-26 21:26:58.364]	[INFO]	[logger/level.go:21]	Welcome to dbms-master	{"Release Version": "None", "Git Commit Hash": "None", "Git Branch": "None", "UTC Build Time": "None", "Go Version": "go1.21.5", "config": "{\"config-file\":\"./example/master_config00.toml\",\"openapi\":true,\"master\":{\"name\":\"\",\"data-dir\":\"/Users/marvin/gostore/dbms/data\",\"client-addr\":\"192.168.0.100:2379\",\"peer-addr\":\"192.168.0.100:2380\",\"initial-cluster\":\"192.168.0.100:2380,192.168.0.100:3380,192.168.0.100:4380\",\"initial-cluster-state\":\"\",\"join\":\"\",\"max-txn-ops\":0,\"max-request-bytes\":0,\"auto-compaction-mode\":\"\",\"auto-compaction-retention\":\"\",\"quota-backend-bytes\":0,\"metrics\":\"\",\"metrics-url\":\"\",\"keepalive-ttl\":0,\"start-timeout\":0,\"log-level\":\"\"},\"log\":{\"log-level\":\"info\",\"log-file\":\"/Users/marvin/gostore/dbms/data/dbms-master-2379.log\",\"max-size\":128,\"max-days\":7,\"max-backups\":30}}"}
[2024-01-26 21:26:58.368]	[WARN]	[embed/config.go:673]	Running http and grpc server on single port. This is not recommended for production.
[2024-01-26 21:26:58.368]	[WARN]	[embed/config.go:673]	Running http and grpc server on single port. This is not recommended for production.
[2024-01-26 21:26:58.368]	[INFO]	[embed/etcd.go:127]	configuring peer listeners	{"listen-peer-urls": ["http://192.168.0.100:2380"]}
[2024-01-26 21:26:58.368]	[INFO]	[embed/etcd.go:135]	configuring client listeners	{"listen-client-urls": ["http://192.168.0.100:2379"]}
[2024-01-26 21:26:58.368]	[INFO]	[embed/etcd.go:309]	starting an etcd server	{"etcd-version": "3.5.9", "git-sha": "Not provided (use ./build instead of go build)", "go-version": "go1.21.5", "go-os": "darwin", "go-arch": "amd64", "max-cpu-set": 8, "max-cpu-available": 8, "member-initialized": false, "name": "master-2380", "data-dir": "/Users/marvin/gostore/dbms/data/data.master-2380", "wal-dir": "", "wal-dir-dedicated": "", "member-dir": "/Users/marvin/gostore/dbms/data/data.master-2380/member", "force-new-cluster": false, "heartbeat-interval": "100ms", "election-timeout": "1s", "initial-election-tick-advance": true, "snapshot-count": 100000, "max-wals": 5, "max-snapshots": 5, "snapshot-catchup-entries": 5000, "initial-advertise-peer-urls": ["http://192.168.0.100:2380"], "listen-peer-urls": ["http://192.168.0.100:2380"], "advertise-client-urls": ["http://192.168.0.100:2379"], "listen-client-urls": ["http://192.168.0.100:2379"], "listen-metrics-urls": [], "cors": ["*"], "host-whitelist": ["192.168.0.100"], "initial-cluster": "master-2380=http://192.168.0.100:2380,master-3380=http://192.168.0.100:3380,master-4380=http://192.168.0.100:4380", "initial-cluster-state": "new", "initial-cluster-token": "etcd-cluster", "quota-backend-bytes": 2147483648, "max-request-bytes": 1572864, "max-concurrent-streams": 4294967295, "pre-vote": true, "initial-corrupt-check": false, "corrupt-check-time-interval": "0s", "compact-check-time-enabled": false, "compact-check-time-interval": 60, "auto-compaction-mode": "", "auto-compaction-retention": 0, "auto-compaction-interval": "0s", "discovery-url": "", "discovery-proxy": "", "downgrade-check-interval": "5s"}
[2024-01-26 21:26:58.377]	[INFO]	[etcdserver/backend.go:81]	opened backend db	{"path": "/Users/marvin/gostore/dbms/data/data.master-2380/member/snap/db", "took": 0.007694166}
[2024-01-26 21:26:58.434]	[INFO]	[etcdserver/raft.go:495]	starting local member	{"local-member-id": "8165f3eac4dc4a14", "cluster-id": "5548ea6b4924b990"}
[2024-01-26 21:26:58.434]	[INFO]	raft	[etcdserver/zap_raft.go:77]	8165f3eac4dc4a14 switched to configuration voters=()
[2024-01-26 21:26:58.434]	[INFO]	raft	[etcdserver/zap_raft.go:77]	8165f3eac4dc4a14 became follower at term 0
[2024-01-26 21:26:58.434]	[INFO]	raft	[etcdserver/zap_raft.go:77]	newRaft 8165f3eac4dc4a14 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
[2024-01-26 21:26:58.434]	[INFO]	raft	[etcdserver/zap_raft.go:77]	8165f3eac4dc4a14 became follower at term 1
[2024-01-26 21:26:58.434]	[INFO]	raft	[etcdserver/zap_raft.go:77]	8165f3eac4dc4a14 switched to configuration voters=(2974299681874696482)
[2024-01-26 21:26:58.434]	[INFO]	raft	[etcdserver/zap_raft.go:77]	8165f3eac4dc4a14 switched to configuration voters=(2974299681874696482 6294137240690609947)
[2024-01-26 21:26:58.434]	[INFO]	raft	[etcdserver/zap_raft.go:77]	8165f3eac4dc4a14 switched to configuration voters=(2974299681874696482 6294137240690609947 9324126793191148052)
[2024-01-26 21:26:58.467]	[WARN]	[auth/store.go:1238]	simple token is not cryptographically signed
[2024-01-26 21:26:58.483]	[INFO]	[mvcc/kvstore.go:393]	kvstore restored	{"current-rev": 1}
[2024-01-26 21:26:58.493]	[INFO]	[etcdserver/quota.go:94]	enabled backend quota with default value	{"quota-name": "v3-applier", "quota-size-bytes": 2147483648, "quota-size": "2.1 GB"}
[2024-01-26 21:26:58.502]	[INFO]	[rafthttp/peer.go:133]	starting remote peer	{"remote-peer-id": "2946d5cd59b2d922"}
[2024-01-26 21:26:58.502]	[INFO]	[rafthttp/pipeline.go:72]	started HTTP pipelining with remote peer	{"local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "2946d5cd59b2d922"}
[2024-01-26 21:26:58.503]	[INFO]	[rafthttp/stream.go:169]	started stream writer with remote peer	{"local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "2946d5cd59b2d922"}
[2024-01-26 21:26:58.503]	[INFO]	[rafthttp/stream.go:169]	started stream writer with remote peer	{"local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "2946d5cd59b2d922"}
[2024-01-26 21:26:58.505]	[INFO]	[rafthttp/peer.go:137]	started remote peer	{"remote-peer-id": "2946d5cd59b2d922"}
[2024-01-26 21:26:58.506]	[INFO]	[rafthttp/transport.go:317]	added remote peer	{"local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "2946d5cd59b2d922", "remote-peer-urls": ["http://192.168.0.100:4380"]}
[2024-01-26 21:26:58.506]	[INFO]	[rafthttp/peer.go:133]	starting remote peer	{"remote-peer-id": "57594478feebcf1b"}
[2024-01-26 21:26:58.506]	[INFO]	[rafthttp/pipeline.go:72]	started HTTP pipelining with remote peer	{"local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "57594478feebcf1b"}
[2024-01-26 21:26:58.506]	[INFO]	[rafthttp/stream.go:169]	started stream writer with remote peer	{"local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "57594478feebcf1b"}
[2024-01-26 21:26:58.506]	[INFO]	[rafthttp/stream.go:169]	started stream writer with remote peer	{"local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "57594478feebcf1b"}
[2024-01-26 21:26:58.507]	[INFO]	[rafthttp/peer.go:137]	started remote peer	{"remote-peer-id": "57594478feebcf1b"}
[2024-01-26 21:26:58.507]	[INFO]	[rafthttp/transport.go:317]	added remote peer	{"local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "57594478feebcf1b", "remote-peer-urls": ["http://192.168.0.100:3380"]}
[2024-01-26 21:26:58.506]	[INFO]	[rafthttp/stream.go:395]	started stream reader with remote peer	{"stream-reader-type": "stream MsgApp v2", "local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "2946d5cd59b2d922"}
[2024-01-26 21:26:58.506]	[INFO]	[rafthttp/stream.go:395]	started stream reader with remote peer	{"stream-reader-type": "stream Message", "local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "2946d5cd59b2d922"}
[2024-01-26 21:26:58.507]	[INFO]	[rafthttp/stream.go:395]	started stream reader with remote peer	{"stream-reader-type": "stream Message", "local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "57594478feebcf1b"}
[2024-01-26 21:26:58.507]	[INFO]	[rafthttp/stream.go:395]	started stream reader with remote peer	{"stream-reader-type": "stream MsgApp v2", "local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "57594478feebcf1b"}
[2024-01-26 21:26:58.511]	[INFO]	[rafthttp/peer_status.go:53]	peer became active	{"peer-id": "2946d5cd59b2d922"}
[2024-01-26 21:26:58.511]	[INFO]	[rafthttp/stream.go:412]	established TCP streaming connection with remote peer	{"stream-reader-type": "stream MsgApp v2", "local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "2946d5cd59b2d922"}
[2024-01-26 21:26:58.514]	[INFO]	[rafthttp/stream.go:412]	established TCP streaming connection with remote peer	{"stream-reader-type": "stream Message", "local-member-id": "8165f3eac4dc4a14", "remote-peer-id": "2946d5cd59b2d922"}
